match_key,event_key,event_start_date,event_type,canonical_week,split_role,included_for_score,included_for_win,exclusion_reason
2026arc_qm48,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm49,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm5,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm50,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm51,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm52,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm53,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm54,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm55,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm56,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm57,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm58,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm59,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm6,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm60,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm61,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm62,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm63,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm64,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm65,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm66,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm67,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm68,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm69,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm7,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm70,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm71,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm72,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm73,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm74,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm75,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm76,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm77,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm78,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm79,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm8,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm80,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm81,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm82,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm83,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm84,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm85,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm86,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm87,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm88,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm89,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm9,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm90,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm91,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm92,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm93,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm94,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm95,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm96,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm97,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm98,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_qm99,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_sf10m1,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_sf11m1,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_sf12m1,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_sf13m1,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_sf1m1,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_sf2m1,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_sf3m1,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_sf4m1,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_sf5m1,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_sf6m1,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_sf7m1,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_sf8m1,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026arc_sf9m1,2026arc,2026-04-29,3,10.0,championship_test,True,True,
2026cur_f1m1,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_f1m2,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm1,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm10,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm100,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm101,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm102,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm103,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm104,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm105,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm106,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm107,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm108,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm109,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm11,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm110,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm111,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm112,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm113,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm114,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm115,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm116,2026cur,2026-04-29,3,10.0,championship_test,False,False,
2026cur_qm117,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm118,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm119,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm12,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm120,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm121,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm122,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm123,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm124,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm13,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm14,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm15,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm16,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm17,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm18,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm19,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm2,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm20,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm21,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm22,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm23,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm24,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm25,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm26,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm27,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm28,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm29,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm3,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm30,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm31,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm32,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm33,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm34,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm35,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm36,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm37,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm38,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm39,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm4,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm40,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm41,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm42,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm43,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm44,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm45,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm46,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm47,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm48,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm49,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm5,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm50,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm51,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm52,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm53,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm54,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm55,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm56,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm57,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm58,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm59,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm6,2026cur,2026-04-29,3,10.0,championship_test,False,False,
2026cur_qm60,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm61,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm62,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm63,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm64,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm65,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm66,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm67,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm68,2026cur,2026-04-29,3,10.0,championship_test,False,False,
2026cur_qm69,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm7,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm70,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm71,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm72,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm73,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm74,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm75,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm76,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm77,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm78,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm79,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm8,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm80,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm81,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm82,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm83,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm84,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm85,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm86,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm87,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm88,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm89,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm9,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm90,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm91,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm92,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm93,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm94,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm95,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm96,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm97,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm98,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_qm99,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_sf10m1,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_sf11m1,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_sf12m1,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_sf13m1,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_sf1m1,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_sf2m1,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_sf3m1,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_sf4m1,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_sf5m1,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_sf6m1,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_sf7m1,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_sf8m1,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026cur_sf9m1,2026cur,2026-04-29,3,10.0,championship_test,True,True,
2026dal_f1m1,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_f1m2,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm1,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm10,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm100,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm101,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm102,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm103,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm104,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm105,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm106,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm107,2026dal,2026-04-29,3,10.0,championship_test,False,False,
2026dal_qm108,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm109,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm11,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm110,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm111,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm112,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm113,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm114,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm115,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm116,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm117,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm118,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm119,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm12,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm120,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm121,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm122,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm123,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm124,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm125,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm13,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm14,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm15,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm16,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm17,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm18,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm19,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm2,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm20,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm21,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm22,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm23,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm24,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm25,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm26,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm27,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm28,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm29,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm3,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm30,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm31,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm32,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm33,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm34,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm35,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm36,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm37,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm38,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm39,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm4,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm40,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm41,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm42,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm43,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm44,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm45,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm46,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm47,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm48,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm49,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm5,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm50,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm51,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm52,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm53,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm54,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm55,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm56,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm57,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm58,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm59,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm6,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm60,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm61,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm62,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm63,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm64,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm65,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm66,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm67,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm68,2026dal,2026-04-29,3,10.0,championship_test,True,True,
2026dal_qm69,2026dal,2026-04-29,3,10.0,championship_test,True,True,
